basket_id,description
82494315,SO SWEDISH MEATBALLS
87303444,SO SWEDISH MEATBALLS
129008374,SO SANTA FE RICE   BEANS
120415112,SO SANTA FE RICE   BEANS
94654170,SO SANTA FE RICE   BEANS
116436502,SO SANTA FE RICE   BEANS
113006803,SO SANTA FE RICE   BEANS
98648605,SO SANTA FE RICE   BEANS
126243140,SO SANTA FE RICE   BEANS
115565005,SO SANTA FE RICE   BEANS
118073008,SO SANTA FE RICE   BEANS
68814145,SO SANTA FE RICE   BEANS
74630783,SO SANTA FE RICE   BEANS
87091917,SO SANTA FE RICE   BEANS
97276063,SO SANTA FE RICE   BEANS
89774679,SO SANTA FE RICE   BEANS
87303444,SO CHICKEN PARMESAN
87303444,SO MEATLOAF W/MSHD POT
82494315,SO MEATLOAF W/MSHD POT
87303444,SO BIS ORNG SESAME CHKN
106584243,SO BIS ORNG SESAME CHKN
86942299,SO TRKY SAUS MIF/EG WHT/CH
83058824,SO TRKY SAUS MIF/EG WHT/CH
94869748,SO TRKY SAUS MIF/EG WHT/CH
78285678,SO TRKY SAUS MIF/EG WHT/CH
75788500,SO TRKY SAUS MIF/EG WHT/CH
83058824,SO PNCK W/TRKY SAUS
75788500,SO PNCK W/TRKY SAUS
91014074,SO PNCK W/TRKY SAUS
70280113,SO WAF W/TRKY SAUS
91014074,SO CHKN   CHS QUESDLLA
89920220,SO THIN CRST CHS PIZZA
90714027,SO THIN CRST CHS PIZZA
101996156,SO THIN CRST CHS PIZZA
91014074,SO THIN CRST CHS PIZZA
107639103,SO THIN CRST CHS PIZZA
106584243,SO BISTRO CHKN SNTA FE
108923619,SO CRMY PSTA W/SPINACH
123332601,SO CRMY PSTA W/SPINACH
128615469,SO CRMY PSTA W/SPINACH
75788500,SO VEG FRIED RICE
85585598,SO VEG FRIED RICE
131038647,SO CHKN SLIDERS
117898968,SO CHKN SLIDERS
116821423,SO CHKN SLIDERS
133606021,SO CHKN SLIDERS
120447143,SO CHKN SLIDERS
121843903,SO SPICY CHKN SLIDERS
123153446,SO SPICY CHKN SLIDERS
115554167,SO SPICY CHKN SLIDERS
112833525,SO SPICY CHKN SLIDERS
85585598,SO SESAME NOODLE W/VEG
75788500,SO SESAME NOODLE W/VEG
86942299,SO FISH   CHIPS
89920220,SO CHCK STRIP/FRIES
90714027,SO CHCK STRIP/FRIES
86942299,SO CHCK STRIP/FRIES
101996156,SO CHCK STRIP/FRIES
106584243,SO CHCK STRIP/FRIES
130642108,ELMER SUPR GLUE VALPK
89250401,ELMER SUPR GLUE VALPK
115863757,NEWPORT 100 BOX
91224134,NEWPORT BOX
115863757,NEWPORT BOX
78076502,NEWPORT BOX
98599904,NEWPORT BOX
105242043,NEWPORT BOX
107055131,NEWPORT BOX
80661446,NEWPORT BOX
112974625,NEWPORT BOX
101277131,NEWPORT BOX
90277708,NEWPORT BOX
94421351,NEWPORT BOX
98532601,NEWPORT BOX
124853534,SLIM JIM HANDIPAK ORIGINAL 1.1
81512540,SLIM JIM HANDIPAK ORIGINAL 1.1
128007167,DAVID SUNFLOWER SEED BUCKET
92442725,DAVID SUNFLOWER SEED BUCKET
132153659,SLIM JIM BFSTCK GIANT ORIGINAL
97006506,SLIM JIM BFSTCK GIANT ORIGINAL
97006506,SLIM JIM BFSTCK MNSTR HONEY BB
97460257,SLIM JIM GABLE ORIG
108692753,SLIM JIM GABLE MILD
86462293,DAVID SUNFLOWER SEEDS
115128231,DAVID SUNFLOWER SEEDS
110671765,DAVID SUNFLOWER SEEDS
118947806,DAVID SUNFLOWER SEEDS
114377194,DAVID SUNFLOWER SEEDS
117036876,DAVID SUNFLOWER SEEDS
128513704,ANDY CAPP FRIES-HOT
99613270,ANDY CAPP FRIES-HOT
114333806,ANDY CAPP FRIES-HOT
93263274,BROWN MULCH
121956811,ROMAS BAKERY ITALIAN BREAD
100749633,ROMAS BAKERY ITALIAN BREAD
132327493,ROMAS BAKERY ITALIAN BREAD
83379142,CORA WHOLE MILK RICOTTA 32OZ
125883673,CORA HOT CHERRY PEPPERS
95437563,CORA OLIVES PITTED-MED
113232177,CORA ITALIAN BREAD CRUMBS
101458032,CORA ITALIAN BREAD CRUMBS
105973495,CORA ITALIAN BREAD CRUMBS
102159443,CORA RED KIDNEY BEANS
99844296,CORA BANANA PEPPER RINGS
98565677,CORA BANANA PEPPER RINGS
108304608,HV RANCH DRESSING
83379142,PRO PET COMPL STAIN   REMVR
87777815,8N1 OXY ORNG S O RMVR
125173264,HUNT TMTO SCE NSA
123905715,HUNT TMTO SCE NSA
101597422,BLUE BONNET SPREAD
122589796,BLUE BONNET SPREAD
110207649,BLUE BONNET SPREAD
119681899,BLUE BONNET HOMESTYLE
89599121,BLUE BONNET HOMESTYLE
77004363,BLUE BONNET HOMESTYLE
79556022,BLUE BONNET HOMESTYLE
128296707,BLUE BONNET HOMESTYLE
71356876,BLUE BONNET HOMESTYLE
111575473,BLUE BONNET HOMESTYLE
103667909,BLUE BONNET HOMESTYLE
75399739,BLUE BONNET HOMESTYLE
124672337,HUNT FIRE RST DC TOMAT
73021059,HUNT PETITE DICED TOM
127973600,HUNT PETITE DICED TOM
125542551,HUNT PETITE DICED TOM
77977730,HUNT PETITE DICED TOM
80419031,HUNT PETITE DICED TOM
111389864,HUNT PETITE DICED TOM
130642108,HUNT PETITE DICED TOM
113930171,HUNT PETITE DICED TOM
73441228,HUNT PETITE DICED TOM
124672337,HUNT PETITE DICED TOM
128191287,HUNT PETIT DICED TOMATOS
77977730,HUNT PETIT DICED TOMATOS
109443407,HUNT DICED TOMATOES
88083509,HUNT DICED TOMATOES
111320816,HUNT DICED TOMATOES
117725298,HUNT DICED TOMATOES
109523915,HUNT DICED TOMATOES
128191287,HUNT DICED TOMATOES
75822235,HUNT CRUSHED TOMATOES
73591569,HUNT WHOLE TOMATOES
131692654,HUNT CHOICE DICED TOM
129181982,HUNT CHOICE DICED TOM
125335310,HUNT CHOICE DICED TOM
76499003,HUNT CHOICE DICED TOM
100386368,HUNT NSA DICED TOMATOS
79280166,HUNT NSA DICED TOMATOS
91616331,HUNTS KETCHUP
111028754,HUNTS KETCHUP
105973495,HUNTS KETCHUP
107276931,HUNTS KETCHUP
99414373,HUNTS KETCHUP
72127364,HUNTS KETCHUP
91501165,HUNTS KETCHUP
85134423,HUNTS KETCHUP
68860036,HUNTS KETCHUP
73559931,HUNTS TOMATO PASTE NSA
108656209,HUNT TOMATO PASTE
80182626,HUNT TOMATO PASTE
117095005,HUNT TOMATO PASTE
117643724,HUNT TOMATO PASTE
108466458,HUNT TOMATO PASTE
117199303,HUNT TOMATO SAUCE
90181972,HUNT TOMATO SAUCE
104567233,HUNT TOMATO SAUCE
108656209,HUNT TOMATO SAUCE
75822235,HUNT TOMATO SAUCE
126529359,HUNT TOMATO SAUCE
73559931,HUNT TOMATO SAUCE
130642108,HUNT TOMATO SAUCE
90599938,HUNT TOMATO SAUCE
88083509,HUNT TOMATO SAUCE
93483622,HUNT TOMATO SAUCE
130524760,HUNT TOMATO SAUCE
131692654,HUNT TOMATO SAUCE
113930171,HUNT TOMATO SAUCE
80419031,HUNT TOMATO SAUCE
112572978,HUNT TOMATO SAUCE
104024178,HUNT TOMATO SAUCE
133048272,HUNT TOMATO SAUCE
106058450,HUNT TOMATO SAUCE
74651962,HUNT TOMATO SAUCE
102616841,HUNT TOMATO SAUCE
133575451,HUNT SNACK CHOC PUDDNG
109650146,HUNT SNACK CHOC PUDDNG
88064957,HUNT SNACK CHOC PUDDNG
73410349,HUNT SNACK CHOC PUDDNG
102789483,HUNT SNACK CHOC PUDDNG
133575451,HUNT SNACK VANILLA PUD
133575451,HUNT SNACK TAPIOCA
129360426,HUNT SNACK TAPIOCA
84687130,HUNT SNACK TAPIOCA
125773547,HUNT SNACK BUTTERSCOTH
77010092,HUNT SNACK BUTTERSCOTH
91266183,HUNT SNAK SF VAN PUD
92019323,HUNT SNACK SF CARAMEL
112333515,HUNT TRIPLE CHOC/VAN
73410349,HUNT TRIP ICE CRM SAND
128134468,HUNT SNACK CHOC VARITY
82336767,HUNT SNACK CHOC VARITY
73410349,HUNT SNACK CHOC VARITY
72127364,HUNT SNK PAK SF CHERY GEL
105296708,HUNT FAM PACK CHOCOLAT
102133507,HUNT FAM CHOC/VAN PUD
130670395,HUNT SNCK BAKE LEMN MER
77010092,HUNT SNCK BAKE LEMN MER
112464667,HUNT SUPER SNK VAN
112464667,HUNT SUPER SNK CHOC
117596948,MANWICH REGULAR SAUCE
130736014,MANWICH REGULAR SAUCE
73238960,MANWICH REGULAR SAUCE
78108642,MANWICH REGULAR SAUCE
81629277,MANWICH REGULAR SAUCE
92606350,MANWICH REGULAR SAUCE
116206568,MANWICH REGULAR SAUCE
68708593,MANWICH REGULAR SAUCE
106280236,ORVILLE RD GOURMET POPCORN
101278188,ORVILLE RD GOURMET POPCORN
125169187,ORVILLE RD GOURMET POPCORN
71942777,ORVILLE RD GOURMET POPCORN
122525466,ORVILLE RD GOURMET POPCORN
129835214,ORVILLE RD GOURMET POPCORN
116508088,ORVILLE RD GOURMET POPCORN
92324694,ORVILLE RD GOURMET POPCORN
125173264,ORVILLE RD 3PK POP UP MOVIE BTR
108692753,ORVILLE RD 3PK POP UP MOVIE BTR
128687427,ORVILLE RD 6PK POPUP MOVIE BTR
115863757,ORVILLE RD 6PK POPUP MOVIE BTR
124054708,ORVILLE RD 6PK POPUP MOVIE BTR
120279969,ORVILLE RD 6PK POPUP MOVIE BTR
125173264,ORVILLE RD 6PK POPUP MOVIE BTR
70858615,ORVILLE RD 6PK POPUP MOVIE BTR
124054708,ORVILLE RD 6PK POPUP BTR POPCRN
117643724,HUNT SPAG SAUCE PLAIN
89063111,HUNT SPAG SAUCE PLAIN
85772909,HUNT SPAG SAUCE PLAIN
121399089,HUNT SPAG SAUCE MEAT
68488398,HUNT SPAG SAUCE MEAT
81652428,HUNT SPAG SAUCE MEAT
98102039,HUNT SPAG SAUCE MEAT
131719553,HUNT SPAG SAUCE MEAT
110671765,HUNTS MANWICH
101164322,HUNTS MANWICH
132394874,HUNTS MANWICH
69594224,ORVILLE RD 10PK MINI SMRT (OLD UPC)
128483849,ORVILLE RD 12PK MINI BTR POPCRN
108656209,HUNTS TOM SC TETRA PK
89162787,WESSON VEGETABLE OIL
131156572,WESSON VEGETABLE OIL
126611845,WESSON OIL
113006803,WESSON OIL
123784464,WESSON CANOLA OIL
132507733,WESSON CANOLA OIL
90599938,HUNT TOMATO SAUCE NSA
104024178,HUNT TOMATO SAUCE NSA
78876889,HUNT TOMATO SAUCE NSA
93089435,HUNT TOMATO SAUCE NSA
111389864,HUNT TOMATO SAUCE NSA
112572978,HUNT TOMATO SAUCE NSA
113930171,HUNT TOMATO SAUCE NSA
78876889,SUNBEAM 2SLC TOASTER BLK
131647949,HOT WHEELS BASIC AST
132394874,HOT WHEELS BASIC AST
131296604,HOT WHEELS BASIC AST
131924980,MONSTER HIGH UNO GAME
106445387,HARPERS BAZAAR
110581748,HARPERS BAZAAR
75687920,REDBOOK
101359338,REDBOOK
80084190,WOMAN'S DAY**
101359338,WOMAN'S DAY**
125682844,COSMOPOLITAN
75689188,COSMOPOLITAN
108793096,COSMOPOLITAN
75331198,COSMOPOLITAN
133216913,COSMOPOLITAN
101627656,FOOD NETWORK MAGAZI
80084190,GOOD HOUSEKEEPING
101359338,GOOD HOUSEKEEPING
79682216,TYSON POT ROAST GRAVY
113690861,SVF HOMO VIT D MILK
85477327,SVF HOMO VIT D MILK
92906649,SVF HOMO VIT D MILK
102822946,SVF HOMO VIT D MILK
122546704,SVF HOMO VIT D MILK
88601152,SVF HOMO VIT D MILK
71443652,SVF HVD MILK PLS
82780945,SVF HVD MILK PLS
85457718,SVF HVD MILK PLS
108724093,SVF HOMO VIT D MILK
132532199,SVF 2%  MILK
113856417,SVF 2%  MILK
114425319,SVF CHOC MILK
82582187,SVF CHOC MILK 1%
84759404,SVF HEAVY CREAM QT
75616148,SVF HEAVY CREAM QT
104989661,SVF 2%  MILK PLS
81686990,SVF 2%  MILK PLS
90414890,SVF 2%  MILK PLS
98264057,SVF 2%  MILK PLS
86102860,SVF 2%  MILK PLS
86982074,SVF 2%  MILK PLS
113495215,SVF 1%  MILK
110882718,SVF 1%  MILK
87724246,SVF 1%  MILK
73410349,SVF 1%  MILK
70867326,SVF 1%  MILK PLS
117366131,BRIANNAS DIJON HONEY M
87260432,BRIANNAS DIJON HONEY M
76391256,BRIANNAS DIJON HONEY M
106082940,BRIANNAS DIJON HONEY M
99295801,BRIANNAS DIJON HONEY M
112273640,BRIANNAS DIJON HONEY M
69384141,BRIANNAS DIJON HONEY M
84687130,ESSKAY DRIED CHIP BEEF
106339547,ESSKAY MEAT FRANKS
89335254,ESSKAY BEEF FRANKS
127973600,ESSKAY BEEF FRANKS
85264121,ESSKAY ORIOLE MT FRKS
99414373,ESSKAY SLICED BACON
132103627,"LA BANDERITA SFT TACO 8"""
92983775,"LA BANDERTA FAJIT 6"""
70906005,"LA BANDERTA FAJIT 6"""
73456339,"LA BANDERTA FAJIT 6"""
87444392,SAVION FRUIT SLICES
109650146,STERNO 3 PACK GEL FUEL
68635452,SHEDD COUNTRY CROCK
123304946,SHEDD COUNTRY CROCK
93859199,SHEDD COUNTRY CROCK
101358050,SHEDD COUNTRY CROCK
133075406,SHEDD COUNTRY CROCK
76581166,SHEDD COUNTRY CROCK
124710631,SHEDD CNTRY CROCK CALC
111011772,SHEDD CNTRY CROCK CALC
91325371,SHEDD SPREAD CROCK
70152457,SHEDD SPREAD CROCK
83779024,SHEDD SPREAD CROCK
78075807,SHEDD SPREAD CROCK
100502152,SHEDD SPREAD CROCK
132332190,SHEDD SPREAD CROCK
130123506,SHEDD SPREAD CROCK
75822235,SHEDD SPREAD CROCK
106614307,SHEDD SPREAD CROCK
82356450,CTY CROCK CHURN MARGAR
126835137,CNTRY CROCK CALC   VIT
82874181,CNTRY CROCK CALC   VIT
98922272,CNTRY CROCK CALC   VIT
99614197,CNTRY CROCK CALC   VIT
109728653,CNTRY CROCK CALC   VIT
115551783,ARCHWAY GINGERSNAP BAG
117354852,ARCHWAY GINGERSNAP BAG
125724401,ARCHWAY GINGERSNAP BAG
118096516,ARCHWAY GINGERSNAP BAG
116432497,ARCHWAY GINGERSNAP BAG
122011985,ARCHWAY GINGERSNAP BAG
72615704,ARCHWAY ICED GINGERBREAD
113419726,M SMITH PIE CRUST 2PK
127253966,M SMITH PIE CRUST 2PK
126261786,"M SMITH 8"" BLUEBERRY"
132061063,"M SMITH 8"" APPLE PIE"
126261786,M SMITH MINCE PIE
132332190,M SMITH MINCE PIE
132332190,M SMITH CLASSIC PUMPKIN
118111664,ECKRICH SMOKED SAUSAGE
74295572,HY ONES OVN RST TURKEY
69182391,HY ONES OVN RST TURKEY
74295572,HY ONES HONEY HAM
82652870,HY ONES HONEY HAM
127742439,HY ONES HONEY HAM
123847801,HY ONES HONEY HAM
123847801,HEALTHY ONE VARIETY PK
119842555,L'IL CRIT VIT C ECHINACEA
113586074,T A ARTISAN ROMAINE
127931100,NESTLE THTR BX SNO CAPS 3.1Z
130464272,NESTLE THTR BX SNO CAPS 3.1Z
91672781,NESTLE THTR BX SNO CAPS 3.1Z
131166811,JUICY JUICE PUNCH
105693682,JUICY JUICE PUNCH
109250668,JUICY JUICE PUNCH
112917993,JUICY JUICE PUNCH
97904903,JUICY JUICE GRAPE
121434128,JUICY JUICE GRAPE
130339104,JUICY JUICE GRAPE
82767864,JUICY JUICE BERRY
131166011,JUICY JUICE BERRY
86376330,JUICY JUICE BERRY
79038081,JUICY JUICE BERRY
131166216,JUICY JUICE BERRY
72517257,JUICY JUICE APPLE
88155293,JUICY JUICE APPLE
79038081,JUICY JUICE APPLE
72822239,JUICY JUICE APPLE
69406479,JUICY JUICE APPLE
73282125,JUICY JUICE APPLE
82356172,JUICY JUICE APPLE
90590775,JUICY JUICE APPLE
85477327,JUICY JUICE APPLE
76142266,JUICY JUICE APPLE
86376330,JUICY JUICE APPLE
79681587,JUICY JUICE APPLE
116661788,NESTLE ASST CHOCOLATE
130806818,NESTLE DARK CHO MORSEL
130806818,NESTLE DARK CHO MORSEL
124866803,NESTLE DARK CHO MORSEL
130879542,NESTLE DARK CHO MORSEL
130316429,NESTLE MILK MORSELS
102065386,NESTLE THTR BX RAISINETS 3.5Z
101301867,NESTLE THTR BX RAISINETS 3.5Z
130464272,NESTLE THTR BX RAISINETS 3.5Z
127132285,NESTLE THTR BX RAISINETS 3.5Z
124965285,GOOBERS ON THE GO CONC
127931100,GOOBERS ON THE GO CONC
119681899,GOOBERS ON THE GO CONC
73590385,NESTLE CRUNCH 36
86609171,JJ APPL FRTFUL 8PK
77807746,JUICY JC BERRY 8 PK
80419031,JUICY JC BERRY 8 PK
107595017,NESCAFE MOUNTAIN BLEND
120169719,NESCAFE MOUNTAIN BLEND
110036010,NESTLE WHITE MORSELS
125069860,NESTLE WHITE MORSELS
132039048,NESTLE WHITE MORSELS
126730425,NESTLE WHITE MORSELS
130316429,NESTLE WHITE MORSELS
122453730,NESTLE BTRFNGR FN SZ
70858615,NESTLE MINI MORSELS
84759404,NESTLE MORSELS
71358770,NESTLE MORSELS
120279969,NESTLE MORSELS
88901015,NESTLE SEMISWT MORSELS
84862472,NESTLE SEMISWT MORSELS
77150536,NESTLE SEMISWT MORSELS
99247648,NESTLE SEMISWT MORSELS
132039048,NESTLE SEMISWT MORSELS
98220632,NESTLE MILK CHO MORSEL
120415112,NESTLE MILK CHO MORSEL
86496377,NESTLE MILK CHO MORSEL
112331138,NESTLE MILK CHO MORSEL
131198130,NESTLE MILK CHO MORSEL
130316429,NESTLE MILK CHO MORSEL
116532327,NESTLE BUTTERFINGER PNBTR CUPS
127167836,NESCAFE TC STICK REG
76134191,NESCAFE TC STICK REG
131719553,NESCAFE TC STICK REG
78209731,NESCAFE TC STICK REG
112107024,NEST BUNCHA CRUNCH
90531895,JUICY JC ORG TANG PET
87706441,JUICY JC ORG TANG PET
88744044,JUICY JC ORG TANG PET
72226085,JUICY JC ORG TANG PET
96496758,JUICY JC ORG TANG PET
75096649,JUICY JUICE APPLE PET
80622608,JUICY JUICE APPLE PET
96496758,JUICY JUICE APPLE PET
76076159,NESQUIK CHOCOLATE
70768113,NESQUIK CHOCOLATE
131225421,NESQUIK CHOCOLATE
113419726,NESQUIK CHOCOLATE
99513973,NESQUIK CHOCOLATE
75611570,JUICY JCE ORANGE/TANGR
70895739,NIPS SUGR FREE COFF
95175684,NESTLE BUTTERFINGER BITES
100028441,NESTLE BUTTERFINGER BITES
118213385,NESTL DK CHOC MORSELS
110568482,NESQUIK CHOC LF 10 CT
113172049,NESQUIK LF STRWBY MILK
85337053,JUICY JC PUNCH 8 PK
82767864,JUICY JC APPLE RASPBRY
118584812,NES STRBRY LESS SUGAR
85457718,NESQUIK LESS SUGAR
122453730,NESTLE CRUNCH FUN SIZE
122499536,NESTLE CRUNCH FUN SIZE
113172049,NESQUIK 1  CHOC MILK
132448829,NESQUIK 1  CHOC MILK
90714027,NESQUIK 1  CHOC MILK
76320673,NESQUIK 1  CHOC MILK
90055283,NESQUIK 1  CHOC MILK
131225421,NESQUIK 1  CHOC MILK
100799475,NESQUIK 1  CHOC MILK
82128092,NESQUIK 1  CHOC MILK
86148822,NESTLE BUTTRFINGR 6PK
73269904,JUICY JC APPLE 8 PK
89296263,JUICY JC APPLE 8 PK
80419031,JUICY JC APPLE 8 PK
85337053,JUICY JC APPLE 8 PK
113687232,JJ VARIETY PACK
110364289,NESQUIK FF CHOC MILK
129735281,NESQUIK FF CHOC MILK
97792629,NESQUIK FF CHOC MILK
102806908,NESQUIK 1  VANILLA
133190590,NESQUIK 1  VANILLA
133190593,NESQUIK 1  VANILLA
133190590,NESQUIK 1  VANILLA
129735281,NESQUIK 1  VANILLA
133053408,NESQUIK 1  VANILLA
70895739,NIPS SUGR FREE CARML
87804931,SKINNY COW DREAMY CLUST
126465535,JUICY JC FUN APPLE 8PK
99711289,TRID SALMON BURGER
132916327,JOLLY TIME 4PK MINIS 100 CALORIES
70038449,JOLLY TIME 3PK BLST-O-BUTTER
101977907,JOLLY TIME 3PK HLTY POP WHITE
77131221,MARLBORO RED BOX
88482592,MARLBORO GOLD BOX
99147185,MARLBORO GOLD 100 BOX
72616255,VA SLIMS MENTHOL BOX
94659508,LARK RED SOFT
92015092,LARK RED SOFT
89434330,LARK RED SOFT
87777815,LARK RED SOFT
76337109,LARK RED SOFT
83379142,LARK RED SOFT
81256037,LARK RED SOFT
74984227,LARK RED SOFT
73269770,LARK RED SOFT
98565677,LARK RED SOFT
97462728,LARK RED SOFT
78108642,LARK RED SOFT
103285470,LARK RED SOFT
85535534,LARK RED SOFT
70567519,LARK RED SOFT
68876558,LARK RED SOFT
100658036,LARK RED SOFT
104346887,LARK RED SOFT
84022779,L&M MENTHOL BOX
79983449,SHMRCK 2  CHOCOLATE
81071827,SHMRCK 2  CHOCOLATE
118842376,PREMIO CHORIZO
99586307,FRITO MILD CHEDDAR DIP
77857435,SANTITAS WHITE CORN
120511225,SANTITAS WHITE CORN
107609768,SANTITAS WHITE CORN
102242528,SANTITAS WHITE CORN
75953520,SANTITAS WHITE CORN
83379142,SANTITAS WHITE CORN
127999934,SANTITAS WHITE CORN
109864138,SANTITAS WHITE CORN
129145622,SANTITAS WHITE CORN
83605377,SANTITAS WHITE CORN
103671327,SANTITAS WHITE CORN
72225805,SANTITAS WHITE CORN
111410719,SANTITAS WHITE CORN
108505894,SANTITAS WHITE CORN
124094409,SANTITAS WHITE CORN
119952600,CHESTERS PUFF CORN CHEESE
130339104,CHESTERS PUFF CORN CHEESE
105716038,CHESTERS PUFF CORN CHEESE
132935933,CHESTERS PUFF CORN CHEESE
125611839,CHESTERS PUFF CORN CHEESE
90055283,CHESTERS PUFF CORN CHEESE
110132535,CHESTERS PUFF CORN CHEESE
118547893,CHESTERS PUFF CORN CHEESE
99763353,CHESTERS PUFF CORN CHEESE
126575750,CHESTERS PUFF CORN CHEESE
115825868,CHESTERS PUFF CORN CHEESE
112373934,CHESTERS PUFF CORN CHEESE
113649747,CHESTERS PUFF CORN CHEESE
127568208,CHESTERS PUFF CORN CHEESE
131697954,CHESTERS PUFF CORN CHEESE
128696466,CHESTERS PUFF CORN CHEESE
111405799,CHESTERS PUFF CORN CHEESE
121355894,CHESTERS PUFF CORN CHEESE
100830892,CHESTERS PUFF CORN CHEESE
109976369,CHESTERS PUFF CORN CHEESE
110671765,CHESTERS PUFF CORN CHEESE
101712295,CHESTERS PUFF CORN CHEESE
107711956,FRITO 20CT VARIETY SACK CLASSIC MIX
70768113,FRITO 20CT VARIETY SACK CLASSIC MIX
130474144,FRITO 20CT VARIETY SACK CLASSIC MIX
117833096,FRITO 20CT VARIETY SACK CLASSIC MIX
115451391,FRITO 20CT VARIETY SACK CLASSIC MIX
103930209,FRITO 20CT VARIETY SACK FLAVOR MIX
99513973,FRITO 20CT VARIETY SACK FLAVOR MIX
128134468,FRITO 20CT VARIETY SACK FLAVOR MIX
120269922,FRITO 20CT VARIETY SACK FLAVOR MIX
101996156,FRITO 20CT VARIETY SACK FLAVOR MIX
100799475,FRITO 20CT VARIETY SACK FLAVOR MIX
123304946,FRITO 20CT VARIETY SACK FLAVOR MIX
123279170,FRITO 32CT VARIETY CLASSIC CUBE
73548435,FRITO 32CT VARIETY FLAVOR CUBE
107424119,CHESTERS PUFF CORN BUTTER
98599904,SMARTFOOD MOVIE THTER BTTR POPCN
97460257,SMARTFOOD MOVIE THTER BTTR POPCN
121296356,SMARTFOOD KETTLE CORN POPCORN
111748614,STACY'S BRUSCHETTA PITA CHIP
112195262,STACY'S BRUSCHETTA PITA CHIP
72441815,STACY SIMPLY NAKED CRISP
80749777,STACY SIMPLY NAKED CRISP
82494315,STACY SIMPLY NAKED CRISP
87315716,STACY SIMPLY NAKED CRISP
70448680,STACY SIMPLY NAKED CRISP
74653377,STACY SIMPLY NAKED CRISP
77534947,STACY SIMPLY NAKED CRISP
75382265,ROLD GOLD RODS
76076159,FRITO 12CT SNACK SACKS DORITOS
110671765,FRITO 12CT SNACK SACKS DORITOS
127467076,ROLD GOLD TWIST CHOC BARVN
115895274,LAYS CLASSIC
107319646,LAYS LIMON CHIPS
109734973,CHEETOS CRUNCHY
122739524,MUNCHOS
114547516,MUNCHOS
114333806,MUNCHIES CRAKR GLDN TOAST
129360426,MUNCHIES CRAKR GLDN TOAST
92455855,MUNCHIES CRAKR CHEESE PNUT
70895739,MUNCHIES CRAKR CHEESE PNUT
103754699,MUNCHIES CRAKR CHEESE PNUT
119385318,MUNCHIES CRAKR CHEESE PNUT
129360426,MUNCHIES CRACKR TOAST PNUT
106410313,MUNCHIES CRACKR TOAST PNUT
108045555,MUNCHIES CRACKR TOAST PNUT
115933452,MUNCHIES CRACKR TOAST PNUT
70895739,MUNCHIES CRACKR TOAST PNUT
91939538,TOSTITOS SALSA MILD LG SIZE
72175563,TOSTITOS SALSA MILD LG SIZE
132103627,TOSTITOS SALSA MILD LG SIZE
80509855,TOSTITOS SALSA MEDIUM LG SIZE
80216831,TOSTITOS SALSA MEDIUM LG SIZE
83514918,TOSTITOS SALSA MEDIUM LG SIZE
121245232,FRITO PARTY SZ RUFFLES REG
101190679,FRITO PARTY SZ RUFFLES REG
71358770,FRITO PARTY SZ RUFFLES REG
92644899,FRITO PARTY SZ RUFFLES REG
112535238,FRITO PARTY SZ RUFFLES REG
73590497,FRITO PARTY SZ RUFFLES REG
98089902,FRITO PARTY SZ RUFFLES REG
83505202,TOSTITOS MULTIGRAN SCOOPS
91223173,TOSTITOS MULTIGRAN SCOOPS
112306338,TOSTITOS MULTIGRAN SCOOPS
102133507,FRITO 12CT SNACK SACKS CHEETOS
131532695,ROLD GOLD THINS
130806818,ROLD GOLD TINY TWIST
73410349,ROLD GOLD TINY TWIST
127999934,ROLD GOLD TINY TWIST
130879542,ROLD GOLD TINY TWIST
122625810,ROLD GOLD TINY TWIST
130806818,ROLD GOLD TINY TWIST
103520681,ROLD GOLD TINY TWIST
129243688,ROLD GOLD FAT FREE TINY
80741305,ROLD GOLD STICKS
124450364,TOSTITOS SALSA MILD
102407709,TOSTITOS SALSA MILD
72438343,TOSTITOS SALSA MILD
111320816,TOSTITOS SALSA MILD
117898968,TOSTITOS SALSA MILD
86458432,TOSTITOS SALSA MILD
92263725,TOSTITOS SALSA MEDIUM
90533920,TOSTITOS SALSA MEDIUM
133178999,TOSTITOS SALSA MEDIUM
133178861,TOSTITOS SALSA MEDIUM
133178861,TOSTITOS SALSA MEDIUM
113130211,TOSTITOS SALSA MEDIUM
125682844,TOSTITOS SALSA HOT
110581748,FRITO 6CT SINGLES LAYS CLASSIC
81686990,FRITO 6CT SINGLES LAYS CLASSIC
108793691,FRITO 6CT SINGLES REG FRITOS
92983775,TOSTITOS RESTAURANT STYLE
78443051,TOSTITOS RESTAURANT STYLE
118213385,TOSTITOS RESTAURANT STYLE
133741481,TOSTITOS RESTAURANT STYLE
80509855,TOSTITOS RESTAURANT STYLE
133666004,TOSTITOS RESTAURANT STYLE
68908434,TOSTITOS RESTAURANT STYLE
130632027,TOSTITOS LIME
127546252,TOSTITOS LIME
100929642,TOSTITOS LIME
118213385,TOSTITOS LIME
90533920,TOSTITOS LIME
124710631,TOSTITOS BITE SIZE ROUNDS
110882718,TOSTITOS BITE SIZE ROUNDS
126511646,TOSTITOS BITE SIZE ROUNDS
77697304,TOSTITOS BITE SIZE ROUNDS
108656209,TOSTITOS BITE SIZE ROUNDS
130736014,TOSTITOS BITE SIZE ROUNDS
132674663,TOSTITOS BITE SIZE ROUNDS
71358770,TOSTITOS BITE SIZE ROUNDS
96496758,TOSTITOS WHITE ROUND
