"","HOUSEHOLD_ID","CHURN","RECENCY","VISIT_DEC","VISIT_SEP_OCT","VISIT_JAN_AUG","PUR_DEC","PUR_SEP_OCT","PUR_JAN_AUG"
"6054",400121480793,0,4,5,5.33333333333333,4.625,4151.72,234.21,328.93375
"6055",400017718178,1,125,NA,NA,12.125,5167.43,NA,645.92875
"6058",400121442705,0,0,11,7,7.75,7458.82,442.256666666667,597.11375
"6059",400017731150,0,0,12,8.33333333333333,8.875,5549.5,200.42,495.74875
"6060",400017694609,0,25,2,5.66666666666667,5.5,4000.05,218.97,361.83125
"6064",400121517886,0,0,7,12.6666666666667,11.125,4315.15,279.903333333333,352.0875
"6065",400017745870,0,0,10,12,4.5,4411.17,374.12,283.6275
"6066",400017719374,0,0,10,9,9.875,4260.38,244.796666666667,386.09625
"6069",400017723606,0,0,10,9.66666666666667,12.375,6827.08,392.783333333333,559.42125
"6070",400017709973,0,4,11,8.66666666666667,8.5,4737.36,198.646666666667,388.35375
"6071",400017734370,0,0,8,7.33333333333333,6,4390.12,137.803333333333,383.255
"6074",400017715769,0,10,4,6.33333333333333,5.375,7855.53,402.13,690.095
"6075",400017730046,0,0,15,15.3333333333333,11.625,5430.16,320.446666666667,430.1
"6076",400017730414,0,0,11,11.3333333333333,6.5,4070.08,235.13,318.98625
"6097",400121514758,0,0,9,12,8.875,7472.54,444.29,630.39125
"6098",400121442797,1,95,NA,10,38,4012.17,113.2,459.07125
"6101",400121423828,0,4,3,8.33333333333333,11.25,5263.77,213.063333333333,495.295
"6103",400017711537,0,3,18,19,16.875,8111.88,549.636666666667,659.965
"6108",400121492201,0,0,10,4.66666666666667,5.25,7583.79,362.576666666667,574.6925
"6113",400008475928,0,4,7,8.66666666666667,9.875,4239.63,240.67,362.19375
"6114",400017730230,0,10,5,4.66666666666667,5.125,5006.05,309.176666666667,411.295
"6130",400017743202,1,175,NA,NA,6.375,4052.63,NA,506.57875
"6146",400017692953,0,0,7,7.33333333333333,4.625,4913.75,265.636666666667,353.87125
"6154",400017748170,0,16,1,2.66666666666667,3.125,4060.64,190.83,385.46125
"6479",400017344976,0,2,5,5,4,4414.56,263.646666666667,331.07
"6481",400121524838,0,1,15,16.3333333333333,13.25,11392.18,698.61,904.265
"6485",400017721726,0,8,10,9.33333333333333,11.375,5736.14,308.676666666667,479.16375
"6488",400017719426,0,0,10,6,10,9384.06,424.813333333333,870.89125
"6489",400017733502,0,2,8,7,6.875,4975.91,297.663333333333,360.9825
"6490",400017738930,0,4,8,10.3333333333333,6.5,4685.68,287.71,358.5375
"6491",400017709105,0,5,11,11.3333333333333,12.875,6443.33,419.543333333333,492.48375
"6492",400017727982,0,0,9,3.33333333333333,16.625,4402.76,124.383333333333,461.08
"6496",400017740034,0,7,16,22,24.625,8347.3,538.113333333333,615.33125
"6497",400121516006,0,0,18,15.3333333333333,14.5,8377.7,471.316666666667,660.34625
"6498",400121454993,0,0,26,16.3333333333333,15,8449.1,455.393333333333,703.84
"6505",400002474837,0,0,12,9.66666666666667,7.25,7430.05,438.78,570.59875
"6506",400017742334,0,0,18,11.3333333333333,11.75,6150.49,255.246666666667,534.80375
"6511",400017742886,0,0,21,17,17.625,6315.89,273,447.7625
"6516",400017717862,0,1,10,11.6666666666667,8.25,6972.31,387.416666666667,557.565
"6520",400011894037,0,0,25,23,14.125,8498.18,579.89,591.09625
"6524",400017724026,0,3,12,18.3333333333333,7.625,4053.83,379.22,250.0325
"6530",400121507450,0,0,18,12.6666666666667,11.125,9175.15,392.536666666667,739.6825
"6537",400017736998,0,3,2,6,6.75,6179.94,220.36,595.77125
"6544",400121466493,0,0,15,15.3333333333333,11.25,6254.42,309.656666666667,561.75
"6564",400017733962,0,11,5,5,8,4690.28,242.936666666667,399.38875
"6569",400017721174,0,5,10,6.33333333333333,4.625,4075.88,240.563333333333,271.70375
"6573",400017729454,0,8,7,7,7.5,5589.26,338.783333333333,420.185
"6761",400017717402,0,4,4,3.66666666666667,3.875,4476.09,211.07,335.795
"6925",400017717374,0,0,15,8.66666666666667,7.125,4834.48,293.49,385.27375
"6926",400017703097,0,4,11,10.6666666666667,9.5,7678.97,519.923333333333,568.24375
"6928",400017739270,0,0,8,7,6.375,4673.46,258.396666666667,378.0825
"6931",400017701625,0,3,11,13.3333333333333,7.75,9219.57,584.78,731.87125
"6932",400017714229,0,3,14,13.6666666666667,19.625,10127.08,432.423333333333,892.9225
"6935",400017732094,0,1,10,7.33333333333333,7.125,4806.37,342.343333333333,353.9325
"6936",400017739454,0,0,8,6.33333333333333,6.875,4122.59,183.076666666667,331.29625
"6939",400017729610,0,2,8,9.33333333333333,7.5,14423.57,790.993333333333,1190.61375
"6943",400017727126,0,0,43,34.3333333333333,25.875,9194.81,721.91,631.54875
"6946",400121503282,0,1,9,5.66666666666667,6.75,5532.68,314.573333333333,424.4175
"6955",400121498757,0,1,4,4.66666666666667,4.625,5300.33,270.05,486.93625
"6956",400017728598,0,0,10,14.6666666666667,8.75,5724.38,369.836666666667,410.66875
"6962",400017732830,0,0,22,23.3333333333333,19.125,8639.85,512.406666666667,688.875
"6969",400017708433,0,5,6,10.6666666666667,9.5,7718.32,563.94,622.57875
"6972",400014841074,0,0,30,35.3333333333333,21.375,5377.24,537.49,342.56625
"6973",400017720962,0,1,7,3.33333333333333,8.625,5613.85,33.3566666666667,569.06375
"6975",400121424036,0,8,3,4.66666666666667,6.625,6745.07,477.426666666667,622.27625
"6976",400017740374,0,7,12,12.3333333333333,9.125,4571.25,359.846666666667,345.44625
"6992",400017722250,0,1,7,10,5.625,4623.39,416.92,311.77875
"6995",400017724550,0,11,10,12.3333333333333,22.75,4305.09,206.963333333333,440.01625
"6997",400017726574,0,7,8,5,5.5,5739.32,439.816666666667,422.06625
"7010",400017713125,0,2,10,6.33333333333333,7.125,5597.43,297.18,462.78375
"7013",400017715885,0,4,6,3.66666666666667,3.5,4318.43,166.28,349.4775
"7019",400017554667,0,9,2,5,2.25,5107.53,403.823333333333,316.5925
"7020",400017723722,0,5,9,5,9.625,4077.27,76.6766666666667,433.44625
"7043",400017692425,0,0,7,5.66666666666667,4.875,4079.14,233.816666666667,345.8275
"7358",400017684308,0,0,6,6.33333333333333,3.75,4091.18,335.39,289.035
"7360",400017733453,0,16,3,4.33333333333333,3,5590.39,301.62,445.56375
"7361",400121460096,0,10,7,11.3333333333333,12.125,9753.5,542.123333333333,940.9425
"7362",400017715956,0,1,5,5.33333333333333,7.5,5565.29,286.376666666667,507.6475
"7363",400015601344,0,3,9,10.3333333333333,10.375,6080.32,288.056666666667,480.90625
"7365",400017737409,0,0,53,44.6666666666667,48,5660.13,327.813333333333,417.71375
"7366",400017736213,0,0,24,19.6666666666667,17.875,6599.95,417.183333333333,487.41125
"7367",400121494688,0,67,NA,8.33333333333333,10.25,4035.14,302.81,390.83875
"7369",400121495976,0,0,16,14.6666666666667,15.875,8992.26,455.68,730.13875
"7371",400017711724,0,1,19,12.6666666666667,18.625,11719.09,525.343333333333,1000.22125
"7372",400017734281,0,27,1,12,6.875,4423.71,359.1,336.3525
"7375",400017732809,0,0,5,6.33333333333333,6.625,4540.75,166.29,405.38125
"7377",400017729497,0,7,9,11,6.75,8673.52,527.116666666667,562.69875
"7383",400017725725,0,1,13,13.6666666666667,11,6252.62,396.966666666667,478.17875
"7386",400017720941,1,104,NA,0.333333333333333,4.75,4096.39,58.7866666666667,490.00375
"7394",400017717353,0,2,9,8.33333333333333,7,5337.05,254.08,430.76375
"7410",400017714668,0,4,16,11,9.625,11848.06,752.71,872.5375
"7420",400017741917,0,0,5,3,6.875,6604.76,104.163333333333,686.07375
"7424",400015239975,0,10,3,6.33333333333333,4.625,4084.38,214.213333333333,323.6725
"7427",400017735845,0,0,11,8,10,11477.06,722.716666666667,975.36125
"7430",400121506757,0,83,NA,8,18.5,4954.24,205.493333333333,542.22
"7436",400017725541,0,4,3,3.66666666666667,4.75,4881.95,191.473333333333,455.8075
"7437",400017737961,0,5,8,7.66666666666667,10.75,4473.74,174.69,418.49375
"7441",400017733085,0,2,18,19.6666666666667,7.125,4614.49,450.08,232.72125
"7443",400017700868,0,2,4,8.33333333333333,5.375,5564.65,350.713333333333,444.5575
"7452",400121450436,0,8,4,5.33333333333333,3.5,4019.3,352.383333333333,296.5825
"7463",400017713748,0,7,6,6,6.375,4585.01,300.16,408.19125
"7789",400017699982,0,9,6,10,6,5711.15,454.65,409.90375
"7790",400017740019,0,0,15,11.3333333333333,11.125,4574.42,216.366666666667,368.8425
"7796",400017733487,0,1,4,5.33333333333333,6.25,4066.84,204.823333333333,331.8775
"7797",400017737811,0,0,17,13.6666666666667,11.625,4041.46,179.663333333333,290.6675
"7799",400017728611,0,3,3,5.66666666666667,10.125,4030.88,114.06,438.2475
"7801",400017721067,0,3,21,11.6666666666667,15.375,5260.79,225.976666666667,438.83875
"7802",400017723183,0,2,17,25.6666666666667,3.25,5601.05,1253.34333333333,66.88
"7808",400017740663,0,0,9,10.6666666666667,10.25,6955.78,295.496666666667,611.63125
"7810",400017734867,0,0,26,25,22.75,10287.43,573.37,849.0975
"7814",400017732199,0,13,4,9,14.125,6837.14,472.06,649.56375
"7816",400017722999,0,3,9,7.66666666666667,8.875,6093.95,230.483333333333,579.09375
"7818",400017739191,0,5,21,17.3333333333333,20.5,6255.31,255.833333333333,549.33375
"7821",400121450470,0,0,12,13.3333333333333,13,6574.52,384.993333333333,543.59125
"7824",400017747103,0,4,10,7.33333333333333,7.625,4516.03,228.77,343.225
"7825",400017722723,0,2,4,8.33333333333333,7.5,5755.51,366.353333333333,480.715
"7831",400017715714,0,1,12,8,6.875,4663.86,276.096666666667,351.32125
"7833",400017721527,0,0,2,4,8.5,7335.41,183.166666666667,765.00375
"7834",400121401601,0,2,5,5,2.75,4072.55,375.08,235.1675
"7851",400017739927,0,3,6,3.66666666666667,3.125,4675.82,283.696666666667,357.30625
"7853",400017743515,0,0,19,20,17.125,17498.03,972.96,1435.32125
"7855",400017711206,0,1,13,14.3333333333333,12.5,9148,491.483333333333,779.86625
"7856",400017735603,0,0,7,8,4.375,4160.41,337.186666666667,294.8775
"7858",400017721619,0,3,12,7.66666666666667,6.5,14013.94,814.94,1103.60375
"7861",400017716743,0,3,4,4.66666666666667,4.375,4996.71,312.526666666667,334.81375
"7862",400017742871,0,0,20,13.3333333333333,10.5,10935.1,552.113333333333,914.49375
"7871",400017747839,0,1,3,2.66666666666667,2.5,4312.6,288.25,321.16625
"7876",400017692990,0,3,7,7.33333333333333,7.125,7691.01,435.823333333333,660.25125
"7877",400017743147,0,13,5,19.3333333333333,8.25,6063.3,612.38,430.25875
"7883",400121473838,0,9,5,3.66666666666667,4.5,5447.08,337.446666666667,476.475
"7901",400017726403,0,1,5,3.66666666666667,2.625,5254.23,353.156666666667,363.27375
"7902",400017747379,0,19,2,5.66666666666667,4.375,5216.03,178.023333333333,495.34875
"7928",400017726771,1,116,NA,0.333333333333333,47.25,224956.28,0.93,28119.18625
"8222",400017733651,0,9,6,8,8.5,5547.09,340.936666666667,443.4025
"8223",400017741563,0,2,13,12,13.375,8250.92,483.446666666667,642.37875
"8224",400017720679,0,1,37,30.6666666666667,23.125,7473.76,520.813333333333,521.06
"8229",400017737423,0,2,17,17.3333333333333,20.5,8131.46,435.876666666667,767.265
"8238",400017748187,0,4,10,11.6666666666667,10.625,14928.95,872.97,1193.69375
"8240",400017701158,0,1,9,10.3333333333333,9.875,9009.36,521.353333333333,706.795
"8247",400017744691,0,0,40,49,42.875,9381.24,573.063333333333,684.40125
"8250",400017725739,0,1,9,8.66666666666667,8.125,5565.67,310.493333333333,441.87125
"8258",400017740551,0,1,13,14.3333333333333,14,9428.63,528.76,743.905
"8259",400017747911,0,2,16,11.3333333333333,11.625,12006.64,834.02,849.25125
"8263",400017711646,0,0,7,6.66666666666667,5.25,6573.03,385.586666666667,473.53375
"8264",400017744783,0,17,4,4.33333333333333,10.5,4250.82,204.233333333333,393.45
"8268",400017720955,0,1,9,6,5.625,5110.47,222.213333333333,427.0375
"8269",400017711186,0,0,11,8.66666666666667,5.375,4172.19,291.556666666667,331.21375
"8270",400009189960,0,1,10,11.6666666666667,11.25,12086.82,590.523333333333,950.90375
"8275",400017711922,0,0,18,11,9.25,4178.74,267.666666666667,304.395
"8289",400017742667,0,1,9,7.66666666666667,8,4697.66,272.32,358.07625
"8335",400014545478,0,1,8,6,7.25,6930.06,181.636666666667,538.97125
"8426",400017709070,0,4,5,1.66666666666667,19.75,4385.45,9.43333333333333,535.91875
"8636",400017732047,0,1,7,6.33333333333333,6,4146.48,209.083333333333,376.97875
"8637",400014841027,0,2,20,22.6666666666667,18.875,4238.97,281.906666666667,347.78
"8639",400121317804,0,2,19,20.6666666666667,20.75,7203.72,390.933333333333,641.2075
"8640",400017721099,0,3,19,21,25.75,9113.62,409.003333333333,844.2
"8642",400017748423,0,11,3,3.66666666666667,6.25,6135.34,272.08,583.83625
"8645",400121470558,0,2,8,7.66666666666667,5.125,4152.17,302.416666666667,304.78875
"8646",400017722479,0,1,14,11.3333333333333,8.625,7659.3,396.59,597.4825
"8650",400121513723,0,48,NA,19.6666666666667,16.25,6836.67,590.936666666667,558.35
"8651",400121505075,0,3,8,4.66666666666667,8.25,8092.14,152.99,784.3675
"8654",400017714090,0,7,11,11.3333333333333,9.875,4865.9,225.96,404.40875
"8655",400017730391,0,0,7,8,5.625,4224.75,310.173333333333,291.5075
"8656",400017734899,0,0,15,14.6666666666667,12.75,10313.94,596.526666666667,831.22625
"8665",400017725239,0,0,15,20.6666666666667,17.625,8119.04,480.75,725.435
"8666",400121474974,0,9,3,6.33333333333333,3.875,6904.04,349.676666666667,550.41375
"8667",400017712894,0,2,10,14.6666666666667,18.375,6252.48,382.306666666667,534.81625
"8673",400017724043,0,1,15,16,15.875,7613.82,436.92,614.6175
"8678",400121515195,0,0,8,10.6666666666667,10.875,8616.76,509.026666666667,717.44375
"8679",400017747135,0,3,6,5.66666666666667,9.125,4923.55,227.026666666667,446.805
"8685",400017719903,0,0,9,13.3333333333333,11,4842.47,377.736666666667,349.065
"8686",400017740695,0,1,18,12.3333333333333,10.875,4075.7,228.856666666667,262.75875
"8692",400017740603,0,1,31,27,14.125,8400.33,840.75,469.0375
"8695",400017731403,0,0,8,6.33333333333333,5.25,5643.95,341.533333333333,417.09875
"8698",400017737475,0,3,6,6.66666666666667,4.5,4909.91,265.136666666667,383.1925
"8702",400016434507,0,10,5,4.66666666666667,4.625,4734.72,214.813333333333,391.22
"8704",400000646338,0,0,19,15,11.5,4082.19,212.763333333333,332.12375
"8708",400017736095,0,3,8,3.33333333333333,5.125,5112.87,66.79,441.875
"8711",400017714458,0,2,8,6,6.125,4358.14,281.33,349.34
"8712",400017737843,0,0,10,10,9.125,4911.97,227.306666666667,391.16375
"8722",400017724595,0,8,10,10,11.5,6088.14,308.243333333333,527.02625
"8731",400121428313,1,159,NA,NA,11.625,5716.17,NA,714.52125
"8782",400017732139,0,17,1,2.66666666666667,2.5,5845.88,358.903333333333,498.5775
"9068",400017703607,0,0,8,6,7,4850.88,302.363333333333,381.1525
"9071",400017710967,0,0,5,3.66666666666667,5.375,4175.33,201.883333333333,372.01375
"9072",400017728464,0,18,2,4,4.875,5956.19,236.276666666667,547.47125
"9074",400017742448,0,9,4,9.33333333333333,7.875,7270.83,446.39,591.775
"9078",400017747876,0,1,32,27.3333333333333,24.25,8991.97,877.583333333333,478.4325
"9081",400017720552,0,0,23,22,15.25,6256.65,396.233333333333,477.54625
"9084",400017740332,0,1,10,8.33333333333333,6.375,5033.44,278.04,417.495
"9089",400017742908,0,0,16,13,10.375,8866.03,548.77,707.285
"9095",400017718988,0,2,9,13,10.625,5835.33,450.536666666667,425.85875
"9100",400121513728,0,4,7,6,4.625,5436.83,315.583333333333,405.77375
"9107",400121406698,0,7,5,4.33333333333333,6,4319.86,164.3,345.495
"9110",400017748244,0,2,9,5,3.75,8948.54,652.246666666667,610.48625
"9118",400017696431,0,1,12,9.66666666666667,10.5,6897.34,393.673333333333,572.32375
"9121",400017705447,0,46,NA,1.33333333333333,10,4074.78,22.7866666666667,463.08625
"9123",400017709587,0,0,15,16.3333333333333,27.5,4391.3,223.766666666667,402.645
"9124",400017727820,0,0,12,10.3333333333333,12.125,8419.31,287.436666666667,778.77
"9126",400017736560,0,3,17,16.3333333333333,14.125,4950.38,269.886666666667,384.6225
"9131",400017722208,1,191,NA,NA,7.25,6298.44,NA,787.305
"9163",400017731592,0,0,12,13.3333333333333,14.5,9565,671.65,696.8775
"9166",400017726256,0,2,6,6.66666666666667,5.625,4112.5,263.636666666667,304.8575
"9171",400017740424,0,1,7,10.3333333333333,11.75,7592.65,401.673333333333,588.91375
"9173",400017729660,0,3,7,6,6.25,5885.87,453.266666666667,450.1725
"9201",400008988210,0,0,9,14,1.5,5639.08,1324.43333333333,11.9325
"9206",400017728280,0,0,3,3.66666666666667,4.375,4326.04,250.433333333333,331.9175
"9220",400017710875,0,0,9,5.33333333333333,5.375,5388.92,204.483333333333,478.05
"9502",400017745678,0,0,11,26.6666666666667,25.75,15986.25,1144.10333333333,1390.4825
"9503",400017735650,1,105,NA,5,22,4578.96,135.17,521.68125
"9505",400009388982,1,96,NA,2.66666666666667,8.875,4599.4,116.21,531.34625
"9509",400017709137,0,88,NA,1.33333333333333,3.875,4798.83,130.783333333333,550.81
"9510",400017707941,0,0,13,10.3333333333333,6.875,8781.37,457.056666666667,684.05125
"9513",400017723782,0,0,16,10.6666666666667,7,6816.4,467.59,463.55125
"9515",400011889377,0,4,5,4.33333333333333,2.75,4420.66,269.466666666667,347.62
"9516",400001602580,0,0,12,13.6666666666667,8.5,6447.76,368.346666666667,489.2875
"9521",400121515210,0,0,10,10,6.5,5287.56,391.603333333333,387.70125
"9526",400017702329,0,1,11,8.66666666666667,8.125,5553.18,370.883333333333,435.30875
"9529",400017746874,0,2,10,9,9.75,4622.23,278.836666666667,380.11875
"9530",400003372659,0,0,3,2,3.875,6329.87,134.88,628.96375
"9534",400017715853,0,0,9,9,12.625,8230.74,396.176666666667,714.84875
"9552",400017714013,0,0,18,10.3333333333333,6.125,5683.88,411.46,334.13625
"9553",400121504814,0,0,20,9.33333333333333,11.625,8221.69,339.416666666667,698.2275
"9554",400017735834,0,0,18,19.6666666666667,22.375,4464.22,189.333333333333,407.83125
"9566",400017717526,0,3,6,10,6.625,4874.32,274.973333333333,416.01
"9571",400017720010,0,1,5,10.3333333333333,7.75,6034.54,436.71,500.73875
"9572",400017713737,0,1,10,11.3333333333333,7.875,5315.53,290.71,369.06875
"9573",400017741630,0,0,9,7.33333333333333,6.5,6690.29,393.926666666667,507.85875
"9583",400017730866,0,5,2,5,7.375,4919.25,97.1533333333333,564.635
"9593",400017716422,0,8,4,6,7.75,26549.65,2802.91,1734.96375
"9604",400017735098,0,5,6,4.66666666666667,5.375,10091.01,677.253333333333,755.9825
"9606",400017727002,0,8,3,0.666666666666667,7,5080.05,7.1,607.37
"9644",400017742918,0,3,6,6.33333333333333,2.625,4564.17,271.386666666667,318.545
"9804",400017714657,0,12,2,1.33333333333333,1.625,4412.64,74.87,448.52625
"9959",400017739216,0,2,12,12.3333333333333,5.75,4396.73,374.716666666667,268.9975
"9960",400121509300,0,2,8,7,6.875,13963.7,785.78,1140.7075
"9964",400017710311,0,0,14,21.3333333333333,18.875,8465.82,544.43,685.22375
"9965",400017738940,0,3,9,7.66666666666667,5.875,11725.98,788.19,891.31375
"9974",400017711139,0,7,14,10,12,11821.54,629.22,989.74875
"9975",400017745564,0,1,20,17.6666666666667,16.5,4835.72,260.193333333333,421.22875
"9989",400017736364,0,2,9,3.66666666666667,5.625,5853.68,277.196666666667,490.5375
"9993",400017711047,0,0,13,9,9,4681.09,185.303333333333,403.1725
"10005",400017707643,0,0,7,7,6.875,7543.3,419.163333333333,656.46125
"10006",400017733512,0,0,11,11,11.375,5818.34,389.676666666667,477.20375
"10007",400017727808,0,0,17,18.6666666666667,16.25,6805.8,381.32,530.08625
"10014",400017723024,0,0,10,11.3333333333333,11.5,7064.94,442.38,567.2925
"10019",400017740136,0,0,19,12.6666666666667,10.75,9538.12,577.333333333333,687.695
"10024",400017734248,0,4,14,15.6666666666667,7,4834.89,349.08,361.5775
"10031",400121470459,0,1,20,16.3333333333333,19.25,6472.68,344.693333333333,538.0425
"10039",400017711231,0,0,58,44,42.875,4029.33,203.866666666667,334.67875
"10045",400017713071,0,0,11,15.6666666666667,12,4712.01,305.56,379.89
"10049",400121527056,0,2,8,11,8.375,9084.25,557.72,713.95125
"10050",400017728268,0,2,4,3,3.625,4720.37,285.41,339.45375
"10056",400017717228,0,2,5,18.6666666666667,10.5,6478.66,605.93,511.1425
"10059",400017716676,0,0,29,29.3333333333333,14.875,8991.23,729.356666666667,622.90875
"10060",400017742344,0,7,5,5,4,6991.52,393.383333333333,527.36125
"10068",400017747404,0,0,13,12.3333333333333,12.125,6152.13,298.703333333333,509.675
"10069",400016859734,0,8,5,5.33333333333333,6.75,6532.9,292.223333333333,568.7675
"10074",400017733696,0,8,5,6,5.375,6300.37,190.516666666667,508.63875
"10078",400017724956,0,0,15,13,4.375,4930.54,439.276666666667,263.44625
"10081",400121428398,0,8,4,19.3333333333333,23.25,7203.13,428.276666666667,703.19125
"10083",400017734892,0,5,8,6,6.625,9621.22,596.023333333333,710.3725
"10096",400017715555,0,0,6,9.33333333333333,6.5,6799.79,403.886666666667,557.865
"10098",400017729188,0,15,1,8.66666666666667,7.875,5128.07,380.113333333333,475.2075
"10100",400017717504,0,0,11,7.66666666666667,8.5,5460.66,211.686666666667,375.71375
"10106",400017696879,0,9,6,4.33333333333333,6.75,6476.23,321.72,549.565
"10109",400017727072,0,2,10,16,12.375,4976.93,251.96,419.84625
"10134",400017681607,0,2,5,3.33333333333333,4.25,4491.47,208.163333333333,393.5975
"10211",400017622986,0,10,3,3.66666666666667,4,4367.23,183.266666666667,415.5025
"10223",400121448563,0,0,10,8,4.375,5808.88,311.916666666667,408.33875
"10422",400017738983,0,3,12,9.66666666666667,12.875,8424.8,276.763333333333,725.30125
"10423",400017725091,0,0,15,21,13.125,7484.63,522.496666666667,562.2525
"10425",400017721135,0,0,6,5.33333333333333,3.125,4386.95,325.53,294.20375
"10429",400017747907,0,0,22,24,23.125,6528.67,359.473333333333,563.99125
"10434",400017739995,0,0,9,8,14.375,4390.11,197.17,394.40625
"10435",400017727759,0,0,19,18.3333333333333,16,12572.37,622.986666666667,1024.88625
"10437",400017739259,0,0,12,43,10.625,14258.95,211.276666666667,932.02125
"10438",400017738431,0,11,4,7.66666666666667,6.375,5985.86,246.263333333333,487.60875
"10439",400017731899,0,0,10,12,10.25,6163.28,375.393333333333,486.30375
"10443",400017722515,0,2,8,6.33333333333333,7.125,4180.67,224.356666666667,354.5275
"10452",400017709434,0,2,3,4,7.375,5152.65,255.38,498.71125
"10470",400017742755,0,4,3,8,7.375,6091.38,399.896666666667,519.27875
"10471",400017716719,0,8,5,8.33333333333333,5.75,12860.29,859.136666666667,993.9925
"10472",400017747447,0,1,13,13.6666666666667,12.75,11722.75,774.53,969.49625
"10473",400017730335,0,1,6,6,5.375,6275.35,431.476666666667,487.9925
"10474",400017748275,0,1,10,11.6666666666667,9.375,6497.04,431.913333333333,518.1
"10476",400017735671,0,2,5,4,2.625,4656.69,305.726666666667,361.80875
"10478",400121503363,0,2,9,10.3333333333333,6.75,6551.44,438.706666666667,533.63125
"10482",400017713666,0,11,5,6,6.875,4957.38,232.726666666667,435.2575
"10486",400013748366,0,5,6,7.33333333333333,5.875,6423.02,422.703333333333,543.11625
"10504",400017726839,0,1,10,13,16.25,6671.35,376.59,630.04625
"10521",400121515323,0,4,4,2.66666666666667,4,4235.22,108.693333333333,453.915
"10852",400017740397,0,0,6,8,6,4942.03,323.973333333333,364.2525
"10853",400017722733,0,28,3,26.3333333333333,23.75,6016.76,283.423333333333,602.3625
"10854",400017714344,0,7,8,9.66666666666667,25,10545.14,654.37,824.85625
"10856",400121498688,0,0,15,17,8.5,7574.14,644.386666666667,483.515
"10858",400017730369,0,0,23,20.6666666666667,21.125,9937.04,558.253333333333,873.04375
"10859",400000219133,0,0,23,18.3333333333333,14.375,6088.14,335.8,478.93125
"10863",400017719973,0,0,20,18.6666666666667,14.5,5211.93,337.016666666667,404.67875
"10866",400017739293,0,4,8,13.3333333333333,8.5,4130.56,246.043333333333,332.505
"10869",400017669816,0,10,9,11,7.875,5477.22,433.956666666667,452.635
"10871",400017713332,0,0,12,11.3333333333333,13.625,7446.82,427.72,640.10375
"10872",400121521705,0,2,12,10,8.75,8576.14,470.253333333333,723.88625
"10875",400017720893,0,1,20,15,11.5,9825.65,652.39,751.37125
"10877",400017715264,0,4,12,13.3333333333333,11,9856.05,624.32,745.93
"10883",400017722549,0,0,17,13.6666666666667,11.625,4100.57,278.85,300.7125
"10888",400017704960,0,4,7,4.33333333333333,5.875,8025.49,441.273333333333,692.33
"10889",400017730921,0,0,6,8.33333333333333,8.5,5750.66,314.823333333333,496.39
"10891",400017726689,0,0,4,4.33333333333333,3,5856.26,529.883333333333,461.8675
"10892",400121529341,0,0,3,5.66666666666667,4.625,7054.93,296.303333333333,649.8625
"10894",400017740857,0,8,9,11.3333333333333,11.125,5524.73,351.18,414.72375
"10895",400016434117,0,1,17,10.3333333333333,6.25,7034.34,213.746666666667,308.9675
"10898",400017735705,0,1,20,15.3333333333333,10,7250.89,485.64,535.8225
"10900",400017700912,0,0,18,24.6666666666667,16.25,5356.4,366.246666666667,440.78
"10905",400017712320,0,17,3,5.66666666666667,6.75,4412.88,201.096666666667,387.59125
"10919",400017712412,0,1,8,4.33333333333333,2.125,5448.21,463.08,342.85375
"10957",400017732853,0,3,12,10.6666666666667,8.75,8279.14,383.713333333333,712.1525
"10980",400017717121,0,1,12,9,6.5,7928.47,466.363333333333,609.0175
"11014",400017726229,0,12,3,3.66666666666667,5,4053.6,175.36,362.2875
"11018",400017738557,0,12,5,2.33333333333333,2,4634.44,275.143333333333,350.07
"11310",400017730895,0,0,16,13.3333333333333,10.375,7368.49,330.183333333333,586.30125
"11311",400017719027,0,0,11,5,4.375,5255.88,443.7,394.935
"11314",400017709718,0,0,10,10.6666666666667,12.625,15321.41,795.876666666667,1291.39375
"11320",400017712386,0,3,4,3.66666666666667,4.25,5158.63,263.273333333333,427.83125
"11324",400017719303,0,0,9,8.33333333333333,8.875,4487.69,253.103333333333,342.1775
"11328",400017744695,0,3,9,8,8.5,4070.71,174.376666666667,365.235
"11332",400017723075,0,8,7,7,9.875,5656.57,390.07,483.6025
"11344",400017723995,1,140,NA,NA,12.375,5763.45,NA,720.43125
"11346",400014636303,0,1,21,22.6666666666667,12.75,4014.64,284.006666666667,254.0175
"11349",400017731171,0,3,3,6.33333333333333,4.5,5650.65,373.423333333333,438.03375
"11350",400017745523,0,0,17,22.3333333333333,16.875,6402.17,312.763333333333,565.78875
"11352",400017744051,0,5,4,35,30.875,4184.9,336.533333333333,329.84375
"11356",400121474926,0,0,8,7,1.75,4711.99,630.396666666667,159.985
"11372",400014302810,0,0,9,6,11.625,4832.24,299.153333333333,434.3925
"11375",400000293477,0,0,12,8,7.25,5319.65,301.39,349.96625
"11378",400017705394,0,7,16,13.6666666666667,11.75,4254.07,305.14,322.82875
"11379",400017701162,0,10,3,5.66666666666667,5.875,6510.04,414.613333333333,511.1425
"11382",400014750877,0,4,7,5,5.5,4152.22,240.466666666667,329.4075
"11388",400017710730,0,3,14,11.3333333333333,10.125,7595.04,379.403333333333,621.1425
"11394",400017731447,0,0,11,10.6666666666667,11,9850.97,443.016666666667,828.3775
"11416",400017718475,0,0,6,4.66666666666667,5.125,5776.78,279.933333333333,488.60375
